id,time,Simulation_reset
10.0,24240.3,
53.0,24240.4,
54.0,24240.4,
55.0,24240.4,
56.0,24240.4,
57.0,24240.4,
58.0,24240.4,
59.0,24240.4,
60.0,24240.4,
61.0,24240.4,
62.0,24240.4,
4.0,24242.8,
103.0,24243.8,
104.0,24243.8,
105.0,24243.8,
106.0,24243.8,
107.0,24243.8,
108.0,24243.8,
109.0,24243.8,
110.0,24243.8,
111.0,24243.8,
112.0,24243.8,
73.0,24248.5,
74.0,24248.5,
75.0,24248.5,
76.0,24248.5,
77.0,24248.5,
78.0,24248.5,
79.0,24248.5,
80.0,24248.5,
81.0,24248.5,
82.0,24248.5,
6.0,24250.2,
10.0,24250.8,
5.0,24252.8,
103.0,24253.9,
104.0,24253.9,
105.0,24253.9,
106.0,24253.9,
107.0,24253.9,
108.0,24253.9,
109.0,24253.9,
110.0,24253.9,
111.0,24253.9,
112.0,24253.9,
53.0,24254.600000000002,
54.0,24254.600000000002,
55.0,24254.600000000002,
56.0,24254.600000000002,
57.0,24254.600000000002,
58.0,24254.600000000002,
59.0,24254.600000000002,
60.0,24254.600000000002,
61.0,24254.600000000002,
62.0,24254.600000000002,
73.0,24258.600000000002,
74.0,24258.600000000002,
75.0,24258.600000000002,
76.0,24258.600000000002,
77.0,24258.600000000002,
78.0,24258.600000000002,
79.0,24258.600000000002,
80.0,24258.600000000002,
81.0,24258.600000000002,
82.0,24258.600000000002,
10.0,24261.4,
103.0,24264.0,
104.0,24264.0,
105.0,24264.0,
106.0,24264.0,
107.0,24264.0,
108.0,24264.0,
109.0,24264.0,
110.0,24264.0,
111.0,24264.0,
112.0,24264.0,
3.0,24266.4,
73.0,24268.7,
74.0,24268.7,
75.0,24268.7,
76.0,24268.7,
77.0,24268.7,
78.0,24268.7,
79.0,24268.7,
80.0,24268.7,
81.0,24268.7,
82.0,24268.7,
10.0,24272.2,
53.0,24272.9,
54.0,24272.9,
55.0,24272.9,
56.0,24272.9,
57.0,24272.9,
58.0,24272.9,
59.0,24272.9,
60.0,24272.9,
61.0,24272.9,
62.0,24272.9,
23.0,24274.100000000002,
24.0,24274.100000000002,
25.0,24274.100000000002,
26.0,24274.100000000002,
27.0,24274.100000000002,
28.0,24274.100000000002,
29.0,24274.100000000002,
30.0,24274.100000000002,
31.0,24274.100000000002,
32.0,24274.100000000002,
103.0,24274.100000000002,
104.0,24274.100000000002,
105.0,24274.100000000002,
106.0,24274.100000000002,
107.0,24274.100000000002,
108.0,24274.100000000002,
109.0,24274.100000000002,
110.0,24274.100000000002,
111.0,24274.100000000002,
112.0,24274.100000000002,
63.0,24274.7,
64.0,24274.7,
65.0,24274.7,
66.0,24274.7,
67.0,24274.7,
68.0,24274.7,
69.0,24274.7,
70.0,24274.7,
71.0,24274.7,
72.0,24274.7,
93.0,24274.7,
94.0,24274.7,
95.0,24274.7,
96.0,24274.7,
97.0,24274.7,
98.0,24274.7,
99.0,24274.7,
100.0,24274.7,
101.0,24274.7,
102.0,24274.7,
9.0,24275.600000000002,
73.0,24278.9,
74.0,24278.9,
75.0,24278.9,
76.0,24278.9,
77.0,24278.9,
78.0,24278.9,
79.0,24278.9,
80.0,24278.9,
81.0,24278.9,
82.0,24278.9,
4.0,24280.100000000002,
10.0,24283.3,
103.0,24284.3,
104.0,24284.3,
105.0,24284.3,
106.0,24284.3,
107.0,24284.3,
108.0,24284.3,
109.0,24284.3,
110.0,24284.3,
111.0,24284.3,
112.0,24284.3,
63.0,24284.8,
64.0,24284.8,
65.0,24284.8,
66.0,24284.8,
67.0,24284.8,
68.0,24284.8,
69.0,24284.8,
70.0,24284.8,
71.0,24284.8,
72.0,24284.8,
93.0,24284.8,
94.0,24284.8,
95.0,24284.8,
96.0,24284.8,
97.0,24284.8,
98.0,24284.8,
99.0,24284.8,
100.0,24284.8,
101.0,24284.8,
102.0,24284.8,
9.0,24285.8,
6.0,24288.100000000002,
73.0,24289.100000000002,
74.0,24289.100000000002,
75.0,24289.100000000002,
76.0,24289.100000000002,
77.0,24289.100000000002,
78.0,24289.100000000002,
79.0,24289.100000000002,
80.0,24289.100000000002,
81.0,24289.100000000002,
82.0,24289.100000000002,
5.0,24291.0,
103.0,24294.5,
104.0,24294.5,
105.0,24294.5,
106.0,24294.5,
107.0,24294.5,
108.0,24294.5,
109.0,24294.5,
